Année;SIRET ou NIR;Raison Sociale;Raison sociale 2;Code postal;Commune;Mandaté
2009;37988800000000;COMITE DEP OLYMPIQUE ET SPORTIF M ET L;;49130;LES PONTS DE CE;40000.0
2009;34885900000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;7500.0
2009;77561000000000;ASEA PREVENTION SPECIALISEE;ASS.SAUVEGARDE ENFANCE ADO;49182;ST BARTHELEMY D'ANJOU;9000.0
2009;43343800000000;ECOLE DE MUSIQUE INTERCOMMUNALE;DU LAYON;49750;BEAULIEU SUR LAYON;15372.0
2006;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;78860.0
2006;78611700000000;OGEC COLLEGE LA MADELEINE;;49044;ANGERS;19970.7
2006;30266700000000;ASSOCIATION DE GESTION;COLLEGE ST JEAN;49310;VIHIERS;9393.9
2006;32742100000000;ECOLE ST JEAN-BAPTISTE;APEL  ECOLES PRIVEES;49122;BEGROLLES EN MAUGES;430.0
2006;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;997.92
2006;78622000000000;AFR TREMENTINES;;49340;TREMENTINES;252.0
2006;31142800000000;ANIMAT LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;2153.76
2006;37947500000000;ASTINOV;;49100;ANGERS;5000.0
2006;38069000000000;ORCHESTRE SYMPHONIQUE;LYCEE DAVID D'ANGERS;49035;ANGERS CEDEX;1000.0
2006;44790700000000;CREATION & REPERTOIRE;CHOREGRAPHIQUE;49300;CHOLET;2000.0
2006;78611800000000;FEDERAT DPTALE OFFICES TOURISME;SYND INIT - MAISON DU TOURISME;49100;ANGERS CEDEX 02;39500.0
2006;40257200000000;PAROLE DELIEE;THEATRE CHAMP BATAILLE;49100;ANGERS;3500.0
2006;30079800000000;ALAHMI FAM VERNANTES -;FOYER ACCUEIL MEDICALISE;49390;VERNANTES;56000.0
2006;50100800000000;CAP HANDI FORUM;DES PAYS DE LOIRE;49100;ANGERS;20000.0
2007;42772600000000;URGENCE AFRIQUE;;49160;LONGUE JUMELLES;4500.0
2007;32362300000000;ALEA-LOISIRS ENFANCE &;ADOLESCENCE 3 MATS;49014;ANGERS CEDEX;2061.92
2007;78616300000000;CTRE FORMAT. & PROMOTION;MAISONS FAMIL. RURALES;49350;GENNES;3717.32
2007;32030400000000;CENTRE SOCIAL ET CULTUREL DE THOUARCE;CTRE SOC INTERCOM DES COTEAUX DU LAYON;49380;THOUARCE;642.88
2007;32439800000000;ARCNAM IFORIS PAYS DE LA LOIRE;;49045;ANGERS CEDEX 01;134000.0
2007;31439200000000;SOLEIL LEVANT CHOLET;CENTRE SOINS EQUINOXE;49300;CHOLET;5000.0
2007;78620700000000;LOUISE BELLANGER;COLLEGE-LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;218.06
2007;35216500000000;STELLA SPORT LA ROMAGNE;TENNIS DE TABLE;49740;LA ROMAGNE;11500.0
2007;32949100000000;IRCOM - SAINTE ANNE;;49130;LES PONTS DE CE;0.0
2007;78611700000000;COLLEGE ST MARTIN ANGERS;;49100;ANGERS;5147.0
2007;30266700000000;ASSOCIATION DE GESTION;COLLEGE ST JEAN;49310;VIHIERS;744.94
2007;49126800000000;GPT  AFR  HAUT ANJOU;CHATEAUNEUF SUR SARTHE;49330;CHATEAUNEUF SUR SARTHE;346.64
2007;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;530.88
2007;78611700000000;OGEC ECOL.PRIVEE ST PIERRE;;49100;ANGERS;230.4
2009;41538900000000;ANGERS NAUTIQUE AVIRON;;49100;ANGERS;4335.0
2009;30487900000000;SLA SCIENCES LETTRES;BEAUX ARTS;49300;CHOLET;160.0
2009;45301000000000;CSI CHLORO'FIL;;49340;NUAILLE;190.4
2009;30341100000000;CENTRE SOCIAL DU VERGER;;49307;CHOLET CEDEX;2217.6
2009;40283600000000;AFR BEAUCOUZE CLSH;;49070;BEAUCOUZE;1228.08
2009;41099900000000;ASSOCIATION FAMILLES RURALES;DE BRAIN SUR ALLONNES;49650;BRAIN SUR ALLONNES;1220.24
2009;48822600000000;COMPAGNIE OEILDUDO;;49100;ANGERS;1000.0
2009;42337100000000;ENTENTE SPORTIVE SEGRE;HAUT ANJOU- FOYER P.GOHIER;49500;SEGRE;2114.0
2010;41420400000000;ANJOU FORAGES MALI;;49170;ST GEORGES S/ LOIRE;2500.0
2010;52026700000000;YELEN COOPERATION;;49100;ANGERS;2100.0
2010;52036100000000;LA HALTE DU COEUR AFRIQUE;;49601;BEAUPREAU CEDEX;3000.0
2010;;CODEP 49 COMITE DEPARTEMENTAL FESSM;MAISON DEPARTEMENTALE DES SPORTS;49130;LES PONTS DE CE;3425.0
2010;34870500000000;FESTIVAL PREMIERS PLANS;;49100;ANGERS;10000.0
2010;43038300000000;OGEC INSTITUTION ST LAUD;COLLEGE;49130;LES PONTS DE CE;6472.63
2010;78616900000000;OGEC COLLEGE FRANCOIS D'ASSISE;;49505;LE LION D'ANGERS;9040.11
2010;78617400000000;COLLEGE PRIVE BROTTIER;;49360;MAULEVRIER;24869.0
2010;32397200000000;OGEC DES ECOLES PRIVEES;ECOLE PRIMAIRE J WRESINKI;49450;ST MACAIRE EN MAUGES;659.0
2010;41316400000000;GESTION CENTRE ST MATHURIN;CENTRE LOISIRS MUNICIPAL;49250;ST MATHURIN SUR LOIRE;1520.0
2010;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;1800.0
2010;;FAMILLES RURALES ANDARD;BRAIN;49800;ANDARD;1500.0
2010;38803100000000;AFR BEAULIEU CLSH;;49750;BEAULIEU SUR LAYON;620.48
2010;30401100000000;AFR - ASS FAMILLES RURALES;VEZINS - CHANTELOUP;49340;VEZINS;1200.0
2010;44923400000000;COMITE DEPARTEMENTAL TIR A L'ARC;DE M & L;49000;ANGERS;2352.0
2012;77600000000000;ASSOC ESCA L;;49100;ANGERS;1200.0
2013;45400000000000;ANGERS TRIATHLON;;49000;ANGERS;3106.0
2013;51000000000000;VIVRE A GOUENE;;49190;ROCHEFORT SUR LOIRE;1875.0
2013;33100000000000;LOIRE EN LAYON DEVELOPPEMENT;;49380;BELLEVIGNE EN LAYON;57235.0
2013;78600000000000;ASSOC UNION PRODUCTEURS DES;GRANDS VINS DE LOIRE;49290;CHALONNES SUR LOIRE;1000.0
2013;38000000000000;COMITE DEP OLYMPIQUE ET SPORTIF M ET L;;49130;LES PONTS DE CE;56650.0
2013;50500000000000;FEDE DES SOCIETES DE JOUEURS;BOULES DE FORT REGION OUEST;49630;MAZE MILON;1425.0
2013;40900000000000;LE BIBLIOTHEATRE;;49124;ST BARTHELEMY D ANJOU;2944.0
2013;43000000000000;OGEC INSTITUTION ST LAUD;COLLEGE;49130;LES PONTS DE CE;1999.0
2013;44300000000000;ECHANGES ET SOLIDARITE;;49124;ST BARTHELEMY D ANJOU;800.0
2013;45300000000000;CSI CHLORO'FIL;;49340;NUAILLE;500.0
2013;78600000000000;OGEC INSTITUTION ST LOUIS;COLLEGE;49400;SAUMUR;4945.0
2013;32800000000000;ANGERS CENTRE ANIMATION;;49100;ANGERS;1500.0
2013;30700000000000;AFR CHAMPIGNE;;49330;CHAMPIGNE;1500.0
2013;33900000000000;AFR VERCHERS SUR LAYON;;49700;LES VERCHERS SUR LAYON;800.0
2013;38200000000000;ASSOCIATION SPORTIVE DES CAVALIERS;ANGEVINS;49170;SAVENNIERES;4606.0
2013;78600000000000;AFR JALLAIS;;49510;BEAUPREAU EN MAUGES;500.0
2013;35400000000000;MEDIATIONS 49;;49043;ANGERS;19250.0
2013;38900000000000;COOP SCOL PUBL. BREZE;ECOL.PRIM. LE CHAT PERCHE;49260;BREZE;59.38
2014;53200000000000;ANGERS MAINE ET LOIRE CYCLISME;ORGANISATION;49000;ANGERS;500.0
2014;53300000000000;EN AVANT BAUGEOIS;;49150;BAUGE EN ANJOU;0.0
2014;53500000000000;LES CHALANDOUX DU 5EME VENT;;49290;CHALONNES SUR LOIRE;1500.0
2014;31100000000000;ASSO MAIRES DEPARTEMENT M ET LOIRE;;49000;ANGERS;15000.0
2014;79900000000000;SYNDICAT ELEVEURS DE BOVINS DE RACE;CHAROLAISE;49320;BRISSAC QUINCE;300.0
2014;42300000000000;COMITE DEPT KARATE ET ARTS MARTIAUX;MAISON DES SPORTS;49130;LES PONTS DE CE;4000.0
2014;43900000000000;GROUPT. D'APPRENTISSAGE MUSICALE;;49390;VERNANTES;3339.0
2004;49539300000000;ANJOU MADAGASCAR;;49000;ANGERS;1520.0
2006;30701400000000;PROTECTION DE L ADOLESCENCE ET ENFANCE;FOYERS HEBERGEMENT-APAECH;49300;CHOLET;18000.0
2006;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;2756.68
2006;44258600000000;CTRE LOISIRS ENFANTS VIHIERS;;49310;VIHIERS;887.66
2007;49992500000000;SOUS LE SIGNE DE BAMAKO;;49100;ANGERS;1000.0
2007;31706300000000;CAUE-CONSEIL ARCHITECTUR;URBANISME ET ENVIRONNEMENT;49100;ANGERS;100000.0
2004;39248200000000;CENTRE MARCELLE MENET;;49100;ANGERS;1740.5
2004;41381300000000;FONDATION DU PATRIMOINE;DELEGATION DEPTALE DE M & L;49000;ANGERS;7500.0
2004;33453300000000;ASGA HOCKEY SUR GLACE;;49100;ANGERS;12500.0
2004;;FAMILLES RURALES ANDARD;BRAIN;49800;ANDARD;1613.5
2004;35279700000000;FOYERS RURAUX 49;FEDERATION DEPARTEMENTALE;49000;ANGERS;375.0
2004;38879200000000;CINEMAS & CULTURES D'AFRIQUE;;49100;ANGERS;2000.0
2004;78612500000000;MOTO CLUB BAUGEOIS;;49150;BAUGE;500.0
2004;78621800000000;OGEC COLLEGE PRIVE STE MARIE;TORFOU;49660;TORFOU;40800.0
2004;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;3875.0
2007;78615100000000;OGEC COLLEGE ND BRETONNAIS;CHOLET;49300;CHOLET CEDEX;51488.0
2007;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;2807.63
2007;78611700000000;OGEC COLLEGE ST MAURICE;CATHEDRALE;49100;ANGERS;34969.0
2007;78617500000000;OGEC COLLEGE PRIVE MAY SUR EVRE;;49122;LE MAY SUR EVRE;730.62
2007;35090000000000;CENTRE SOCIAL INDIGO;CULT.INTERC.;49450;ST MACAIRE EN MAUGES;2300.0
2007;44046500000000;PARENTS ELEVES ST JEAN;DE LINIERES;49070;ST JEAN DE LINIERES;215.0
2007;44435900000000;COLLEC.LES Z'ECLECTIQUES;COLLECTIF;49120;CHEMILLE;10000.0
2007;78620300000000;AFR ST MACAIRE EN MAUGES;;49450;ST MACAIRE EN MAUGES;1352.72
2007;48186600000000;AIR-PAYS DE LOIRE;ASS.INSUFFIS.RENAUX P.LOIR;49000;ANGERS;200.0
2007;77566300000000;ATD QUART MONDE;;49000;ANGERS;1500.0
2007;30482900000000;UNION INTERCOM.FAMILIALE;CENTRE AERE RAYMOND ZELLER;49610;MURS ERIGNE;610.4
2008;52088000000000;AYITI EDUCATION 49;;49140;SOUCELLES;2000.0
2008;42239800000000;COMPAGNIE ATELIER DE PAPIER;;49000;ANGERS;1000.0
2008;35215700000000;CENTRE SOCIAL ROLLAND CHARRIER;CANTON DE MONTREUIL BELLAY;49260;MONTREUIL BELLAY;2500.0
2008;78618500000000;OCCE COOP SCOL. NYOISEAU;ECOL.PUBL.GENEVIEVE VERGER;49500;NYOISEAU;258.0
2008;39318900000000;BIBLIOTHEQUE AMERICAINE;D'ANGERS;49100;ANGERS;0.0
2008;35393700000000;ADRAMA ANGERS;;49100;ANGERS;5500.0
2008;78615200000000;ASSOCIATION DEVELOPPEMENT;ARTISTIQUE DU JARDIN DE VERRE;49300;CHOLET;8000.0
2008;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;74190.0
2008;33940200000000;INSTIT. J. D'ARC ANGERS;ECOLE COLLEGE LYCEE PRIVES;49103;ANGERS CEDEX 02;29559.0
2008;32751200000000;ACA - ANGERS CENTRE ANIMATION;;49100;ANGERS;250.88
2008;49988300000000;ANJOU MUCO;;49124;ST BARTHELEMY D'ANJOU;800.0
2008;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;1509.2
2009;39248200000000;CENTRE MARCELLE MENET;;49100;ANGERS;1492.4
2009;33080300000000;LOIRE EN LAYON DEVELOPPEMENT;;49380;THOUARCE;1206.0
2009;78611800000000;COMITE D'ANJOU DE BRIDGE;;49000;ANGERS;500.0
2009;41387300000000;USEP COMITE DEPT ANGERS;;49100;ANGERS;4000.0
2009;37988800000000;COMITE DEP OLYMPIQUE ET SPORTIF M ET L;;49130;LES PONTS DE CE;34300.0
2009;32593100000000;ECOLE MUSIQUE MURS ERIGNE;ET ATELIER DANSE;49610;MURS ERIGNE;7732.0
2016;78600000000000;ASSOC NDC ANGERS VOILE;;49000;ANGERS;2500.0
2016;49100000000000;ASSOC P/PILOTAGE PROJETS RECHERCHE;ENTREPRISE DU POLE ENFANT;49300;CHOLET;15000.0
2004;78619700000000;AFR STE GEMMES ANDIGNE;;49500;STE GEMMES D'ANDIGNE;1075.75
2004;78834900000000;ASS FAM CHAZE SUR ARGOS;;49500;CHAZE SUR ARGOS;661.75
2004;30286400000000;ADMR - AIDE A DOMICILE;FEDERATION 49;49183;ST BARTHELEMY D'ANJOU;9000.0
2004;38231600000000;MAISON DE RETRAITE LE PRIEURE;;49310;MONTILLIERS;3762.0
2005;42772600000000;URGENCE AFRIQUE;;49160;LONGUE JUMELLES;3500.0
2005;78467200000000;COMITE UNICEF M ET L;;49000;ANGERS;1000.0
2005;35215700000000;CENTRE SOCIAL ROLLAND CHARRIER;CANTON DE MONTREUIL BELLAY;49260;MONTREUIL BELLAY;289.5
2005;41200400000000;EDEN - ETUDE EQUILIBRES;NATURELS;49072;BOUCHEMAINE;9515.0
2005;34885900000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;10000.0
2005;77561000000000;ASEA PREVENTION SPECIALISEE;ASS.SAUVEGARDE ENFANCE ADO;49182;ST BARTHELEMY D'ANJOU;14005.64
2005;78612100000000;STE ETUDES SCIENTIFIQUES;ANJOU;49000;ANGERS;600.0
2005;30059900000000;CENTRE AFPA NANTES-ST HERBLAIN;REGION PAYS DE LOIRE;44805;NANTES ST HERBLAIN CEDEX;22000.0
2005;44347100000000;AETS DE L'ESEO;;49009;ANGERS CEDEX 01;121450.0
2005;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;62272.0
2005;32852600000000;AFR CTRE AERE NEUILLE;;49680;NEUILLE;859.65
2004;31579800000000;LES AMIS DES METIERS DE;TRADITION;49290;ST LAURENT DE LA PLAINE;701.0
2004;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;65569.0
2004;35215700000000;CENTRE SOCIAL ROLLAND CHARRIER;CANTON DE MONTREUIL BELLAY;49260;MONTREUIL BELLAY;147.5
2004;31102100000000;MAIRES DEPARTEMENT M & L;;49000;ANGERS;17500.0
2004;38349000000000;ANGERS TECHNOPOLE;;49066;ANGERS CEDEX 01;66350.0
2004;78621100000000;OGEC COLLEGE ST LOUIS SAUMUR;;49400;SAUMUR;63560.0
2004;41420400000000;ANJOU FORAGES MALI;;49170;ST GEORGES S/ LOIRE;2300.0
2014;78600000000000;COLLEGE ST MARTIN ANGERS;;49100;ANGERS;2102.0
2014;32200000000000;COLLEGE IMMACULEE CONCEPTION;;49000;ANGERS;1627.0
2014;44500000000000;CENTRE SOCIAL INTERCOMMUNAL;ST GEORGES SUR LOIRE;49170;ST GEORGES SUR LOIRE;2300.0
2014;78600000000000;ASSO LEP AGRICOLE LES BUISSONNETS;ANGERS;49100;ANGERS;28827.0
2014;39800000000000;AFOCAL PAYS DE LA LOIRE;;49100;ANGERS;15600.0
2014;33900000000000;SORGES LOISIRS;LOISIRS ET PLEIN AIR;49130;LES PONTS DE CE;1200.0
2014;49000000000000;LES LYRIADES DE LA LANGUE FRANCAISE;;49530;OREE D ANJOU;10000.0
2014;39900000000000;ABRI DE LA PROVIDENCE;;49100;ANGERS;27027.0
2014;77600000000000;ADAPEI 49;SERVICE ADMINISTRATIF;49000;ANGERS;20970.9
2015;52100000000000;ATHLETIC CLUB LONGUEEN;;49160;LONGUE JUMELLES;750.0
2015;80100000000000;COMICE DU LOIR;;49140;SEICHES SUR LE LOIR;1046.0
2015;44800000000000;COMITE DEPT CYCLISME MAINE ET LOIRE;;49135;LES PONTS DE CE;500.0
2015;32600000000000;ECOLE MUSIQUE MURS ERIGNE;ET ATELIER DANSE;49610;MURS ERIGNE;17000.0
2015;31400000000000;OGEC COLLEGE ST FRANCOIS;CHATEAUNEUF SUR SARTHE;49330;CHATEAUNEUF SUR SARTHE;1547.0
2015;33900000000000;OGEC ST AUBIN LA SALLE;ECOLE COLLEGE LYCEE PRIVES;49481;VERRIERES EN ANJOU;1404.0
2015;39000000000000;AFR VERNANTES;;49390;VERNANTES;800.0
2015;30400000000000;FAMILLES RURALES CANDE;;49440;CANDE;500.0
2016;81000000000000;ENTENTE ANGEVINE ATHLETISME E2A;;49100;ANGERS;6600.0
2016;75400000000000;LA MAISON JULIEN GRACQ;;49410;ST FLORENT LE VIEIL;4000.0
2016;33200000000000;INTER ASS. LAC DE MAINE;MAISON DE QUARTIER;49000;ANGERS;1500.0
2016;79300000000000;COMICE AGRICOLE CANTON CANDE;;49440;CANDE;2500.0
2016;45300000000000;ASSO VAILLANTE SPORT ANGERS;TENNIS DE TABLE;49100;ANGERS;16500.0
2016;31700000000000;COMITE MAINE ET LOIRE TENNIS DE TABLE;;49136;LES PONTS DE CE;4000.0
2016;32600000000000;ECOLE MUSIQUE DURTAL;;49430;DURTAL;8185.0
2016;30800000000000;COLLEGE PRIVE OZANAM;;49110;ST PIERRE MONTLIMART;4052.0
2016;78100000000000;ASSO ALVEOLE;;49300;CHOLET;450.0
2016;34800000000000;AFR AMBILLOU CHATEAU;;49700;TUFFALUN;450.0
2016;33800000000000;BANQUE ALIMENTAIRE M & L;;49100;ANGERS;9333.0
2016;31700000000000;CTRE INFO FEMININ ET FAM;DE CHOLET;49300;CHOLET;5400.0
2008;78615200000000;COMITE  FETES & PETANQUE;;49312;CHOLET;1500.0
2008;40342600000000;AAPA ASS AMIS PETIT ANJOU;;49000;ANGERS;1500.0
2008;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;14000.0
2008;;STE LIGERIENNE ART;ET LITTERATURE;49610;ST MELAINE SUR AUBANCE;160.0
2008;34975500000000;GROUPE ESSCA ANGERS;;49003;ANGERS CEDEX 01;11000.0
2008;45301000000000;CSI CHLORO'FIL;;49340;NUAILLE;641.76
2008;38859400000000;GALIPETTE;CENTRE LOISIRS MATERNEL BAUGE;49150;BAUGE;408.8
2008;32756000000000;AFR LE LION D'ANGERS - CLSH;MAIRIE;49220;LE LION D'ANGERS;1523.2
2008;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;669.2
2008;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;2300.0
2008;;USEP DES ECOLES PUBLIQUES;DU LION D'ANGERS;49220;LE LION D'ANGERS;430.0
2008;40776200000000;AFR ST CRESPIN SUR MOINE;;49230;ST CRESPIN SUR MOINE;410.48
2008;43774900000000;ESPERANCE ST LAURENT DE;LA PLAINE;49290;ST LAURENT DE LA PLAINE;2866.0
2014;41500000000000;ANGERS NAUTIQUE AVIRON;;49100;ANGERS;3630.0
2014;35200000000000;CALEP ANGERS;CTE ANIMATION LIENS ENS. PROF;49100;ANGERS CEDEX;3000.0
2014;45300000000000;CSI CHLORO'FIL;;49340;NUAILLE;0.0
2014;33000000000000;CENTRE SOCIAL VAL MAUGE;CENTRE SOCIAL;49620;MAUGES SUR LOIRE;2300.0
2014;44500000000000;ABC ACCUEIL DE LOISIRS;;49230;ST GERMAIN SUR MOINE;0.0
2014;78600000000000;AFR COMBREE;;49520;COMBREE;500.0
2014;34800000000000;CALS CTRE ANIMATION;SEGUINIERE;49280;LA SEGUINIERE;0.0
2014;78600000000000;OGEC LYCEES J.DELANOUE ET;3 PROVINCES;49300;CHOLET;18595.0
2015;45000000000000;COMITE DE ROLLER SKATING;;49240;AVRILLE;1890.0
2015;45000000000000;COMITE DE CYCLOTOURISME;;49160;LONGUE JUMELLES;500.0
2015;52200000000000;CTE DES OFFICES MUNICIPAUX DES SPORTS;;49000;ANGERS;800.0
2014;78600000000000;COMITE PERMANENT FETES ET SALONS;VILLE DE SAUMUR;49400;SAUMUR;4000.0
2014;34900000000000;FEDERATION DEPARTEMENT DES;MAISON FAMILIALE;49070;BEAUCOUZE;172500.0
2014;78600000000000;OGEC COLLEGE ND BRETONNAIS;CHOLET;49300;CHOLET CEDEX;1473.0
2014;78800000000000;OGEC COLLEGE PRIVE ST JOSEPH;SEGRE;49500;SEGRE;1501.0
2014;44500000000000;CENTRE SOCIAL INTERCOMMUNAL;ST GEORGES SUR LOIRE;49170;ST GEORGES SUR LOIRE;0.0
2014;40400000000000;AFR BOURG D'IRE;;49520;LE BOURG D IRE;500.0
2014;77600000000000;GUIDES ET SCOUTS D'EUROPE;;77570;CHATEAU LANDON;3200.0
2014;78600000000000;ASSOCIATION FAMILIALE RURALE;;49500;STE GEMMES D ANDIGNE;500.0
2014;42100000000000;APLA-ASSO PELLOUAILLAIS;LOISIRS ANIMATION;49112;VERRIERES EN ANJOU;3000.0
2014;47800000000000;ASSO PERISCOLAIRE 0 -12 STE CHRISTINE;;49120;STE CHRISTINE;0.0
2015;48500000000000;ASSOC PASSAGES;;49100;ANGERS;2000.0
2015;77800000000000;UDAF 35;UN DEPART DES ASSOC FAMILIALES;35000;RENNES;4900.0
2015;77800000000000;UDAF 35;UN DEPART DES ASSOC FAMILIALES;35000;RENNES;5000.0
2015;47800000000000;VOX CAMPUS - CHOEUR ET ORCHESTRE;DE L UNIVERSITAIRES ANGERS;49070;BEAUCOUZE;2000.0
2015;42500000000000;APDM - AMICALE OEUVRES SOCIALES ET;LOISIRS DU PERSONNEL;49041;ANGERS CEDEX 01;400000.0
2015;39300000000000;ASSOC ANGEVINE DE LA BIBLIOTHEQUE;ANGLOPHONE;49100;ANGERS;1177.0
2015;39800000000000;ASSOC MUSIQUE CAMELEON;;49100;ANGERS;2000.0
2015;39200000000000;CSPO-CONNAISS.SAUV.PROMO;ORGUES;49000;ANGERS;1600.0
2015;33900000000000;OGEC ST AUBIN LA SALLE;ECOLE COLLEGE LYCEE PRIVES;49481;VERRIERES EN ANJOU;2490.0
2015;78600000000000;OGEC COLLEGE PRIVE SACRE COEUR;POUANCE;49420;POUANCE;1405.0
2015;40400000000000;AFR BOURG D'IRE;;49520;LE BOURG D IRE;500.0
2016;78400000000000;FEDERATION FRANCAISE D ATHLETISME;;75640;PARIS CEDEX 13;20000.0
2016;42800000000000;URGENCE AFRIQUE;;49160;LONGUE JUMELLES;5000.0
2016;39500000000000;PROFESSION SPORT LOISIRS 49;AESA;49136;LES PONTS DE CE;12500.0
2016;41400000000000;FONDATION DU PATRIMOINE;DELEGATION DEPTALE DE M ET L;49000;ANGERS;2000.0
2016;32500000000000;OGEC COLLEGE PRIVE ST VINCENT;;49320;BRISSAC QUINCE;4018.0
2016;45300000000000;CSI CHLORO'FIL;;49340;NUAILLE;2300.0
2016;33000000000000;AUMONERIE DE L'ENSEIGNEMENT;PUBLIC;49045;ANGERS CEDEX 01;0.0
2016;77600000000000;GUIDES ET SCOUTS D'EUROPE;;77570;CHATEAU LANDON;2500.0
2012;41100000000000;AIDAL;;49800;LOIRE AUTHION;1500.0
2012;38300000000000;AGLAE-GEST.ACCUEIL ECOUT;JEUNES ENF. VERNANTES;49390;VERNANTES;1500.0
2012;80100000000000;ENFANCE ET FAMILLES D ADOPTION DE;MAINE ET LOIRE - EFA;49000;ANGERS;600.0
2012;41000000000000;AIDE MAISON AGRICULTURE;;49100;ANGERS;4100.0
2013;52900000000000;ASSOCIATION COMITE FEMININ POUR LA;PREVENTION ET LE DEPISTAGE DES CANCERS;49100;ANGERS;500.0
2013;;ASSOC. PARENTS ELEVES ECOLE J. VERNE;ENSEIGNEMENT PRIMAIRE;49440;LA CORNUAILLE;159.6
2013;79900000000000;PRESENCE D HERVE BAZIN;;49250;ST MATHURIN SUR LOIRE;750.0
2013;50900000000000;MAISON EUROPE ANGERS MAINE ET LOIRE;;49100;ANGERS;16000.0
2013;38300000000000;ANGERS TECHNOPOLE;;49066;ANGERS CEDEX 01;8000.0
2013;45300000000000;ASSO VAILLANTE SPORT ANGERS;TENNIS DE TABLE;49100;ANGERS;3906.5
2013;78600000000000;CLUB AQUATIQUE CHOLETAIS;PISCINE MUNICIPALE;49300;CHOLET;3889.0
2013;44200000000000;ANGERS NATATION COURSE;PISCINE JEAN BOUIN;49000;ANGERS;6264.0
2013;30600000000000;CENTRE CULTUREL DE L OUEST;;49590;FONTEVRAUD L ABBAYE;15000.0
2013;32400000000000;ASSO IFEPSA;INST FORMATION EDUCATION PHYS ET SPORT;49000;ANGERS;100000.0
2013;30900000000000;OGEC COLLEGE ST JOSEPH;LONGUE JUMELLES;49160;LONGUE JUMELLES;1427.0
2013;30400000000000;AFR - ASS FAMILLES RURALES;VEZINS - CHANTELOUP;49340;VEZINS;1200.0
2013;33100000000000;FED.DEPT CTRES SOC.M & L;;49120;CHEMILLE;0.0
2013;77600000000000;ADAPEI 49;SERVICE ADMINISTRATIF;49000;ANGERS;15679.45
2013;78600000000000;AFR ST MACAIRE EN MAUGES;GARDERIE FAMILIALE LES FRIMOUSSES;49450;ST MACAIRE EN MAUGES;1500.0
2014;80400000000000;L'OUTIL EN MAIN D ANGERS;;49100;ANGERS;2000.0
2014;33200000000000;INTER ASS. LAC DE MAINE;MAISON DE QUARTIER;49000;ANGERS;2400.0
2014;33900000000000;ANJOU SPORT NATURE;;49220;LA JAILLE YVON;0.0
2014;53800000000000;COMICE AGRICOLE CANTON;NOYANT;49490;NOYANT;1500.0
2014;48500000000000;UGSEL 49 - UNION GALE  L ENS LIBRE;REGION PAYS DE LOIRE;49010;ANGERS CEDEX;15584.0
2014;45300000000000;ASSO VAILLANTE SPORT ANGERS;TENNIS DE TABLE;49100;ANGERS;800.0
2014;45400000000000;COMITE DEPTAL DE HOCKEY;SUR GAZON DE MAINE ET LOIRE;49130;LES PONTS DE CE;1691.0
2009;32680300000000;CINEMA PARLANT;;49100;ANGERS;3524.55
2009;33940200000000;INSTIT. J. D'ARC ANGERS;ECOLE COLLEGE LYCEE PRIVES;49103;ANGERS CEDEX 02;9833.0
2009;30399400000000;AFR CLSH - ST FLORENT LE VIEIL;;49410;ST FLORENT LE VIEIL;337.12
2009;43387200000000;CLAP-CTRE LOISIRS&ACCUEI;PERISCOLAIRE;49600;BEAUPREAU;836.08
2009;78612900000000;L'UNION BOULES DE FORT;;49150;BOCE;2250.0
2009;44137900000000;ADVL-ASS.DEVELOPT.VALLEE;DU LOIR;49140;SEICHES SUR LE LOIR;8500.0
2009;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;1477.28
2009;38267700000000;AGLAE-GEST.ACCUEIL ECOUT;JEUNES ENF. VERNANTES;49390;VERNANTES;1900.0
2009;32380100000000;LUDOTHEQUE ANGEVINE;;49000;ANGERS;1000.0
2009;42011100000000;CITE JUSTICE CITOYEN;SERV.MAJEURS PROTEGES;49010;ANGERS CEDEX 01;16000.0
