Année;Nom de l'organisme bénéficiaire;CP;Ville;"Montant
de la subvention de fonctionnement (1)";"Montant
de la subvention d'investissement (1)";"Montant de la garantie
(2)";"Montant du prêt
(3)";"Avantages en nature
(4)"
2018;L ARCHE DE MARGOT;72800;COULONGE;150,00;;;;
2018;L ARSENAL D APPARITIONS;72600;MAMERS;1 150,00;;;;
2018;L ART SCENE;72450;MONTFORT LE GESNOIS;200,00;;;;
2018;L ELASTIQUE A MUSIQUE;72100;LE MANS;13 950,00;;;;
2018;L ENVOL DE SABLE;72300;SABLE SUR SARTHE;150,00;;;;
2018;L ENVOL LOUESIEN;72540;LOUE;1 000,00;;;;
2018;L EOLIENNE DE L ANTONNIERE;72650;SAINT SATURNIN;200,00;;;;
2018;L EPICERIE SOLIDAIRE DES QUARTIERS SUD  LE MANS;72100;LE MANS;350,00;;;;
2018;L ESPERLUETTE;72000;LE MANS;2 500,00;;;;
2018;L ETRIER SARTHOIS;72100;LE MANS;1 400,00;;;;
2018;L OUTIL EN MAIN;72500;CHATEAU DU LOIR;200,00;;;;
2018;L UNION;72510;SAINT JEAN DE LA MOTTE;900,00;;;;
2018;LA 25E HEURE DU LIVRE;72000;LE MANS;22 750,00;;;;
2018;LA 51ST HIGHLAND DIVISION SP;72160;THORIGNE SUR DUE;150,00;;;;
2018;LA BARAKA PROD;72700;ALLONNES;415,00;;;;
2018;LA BOSSA NOVA;72400;LA BOSSE;225,00;;;;
2018;LA BOULE VIBRAYSIENNE;72320;VIBRAYE;150,00;;;;
2018;LA CARAMBOLE DE SAINTE JAMME BILLARD;72380;SAINTE JAMME SUR SARTHE;250,00;;;;
2018;LA CARAMBOLE ECOMMEENNE;72220;ECOMMOY;150,00;;;;
2018;LA CHANTENAYSIENNE;72430;CHANTENAY VILLEDIEU;800,00;;;;
2018;LA CLE DE VOUTE;72220;SAINT GERVAIS EN BELIN;450,00;;;;
2018;LA CLEF AUX CHAMPS;72340;LA CHARTRE SUR LE LOIR;400,00;;;;
2018;LA COMEDIE BELINOISE;72220;SAINT GERVAIS EN BELIN;225,00;;;;
2018;LA COMMEDIA DELL SARTHE;72540;LONGNES;300,00;;;;
2018;LA COMPAGNIE DE L ARC EN CIE;72700;ALLONNES;150,00;;;;
2018;LA COMPAGNIE DE VAIR;72110;SAINT COSME EN VAIRAIS;150,00;;;;
2018;LA COMPAGNIE DO HIT;72140;SILLE LE GUILLAUME;250,00;;;;
2018;LA DYNAMIQUE;72340;CHAHAIGNES;150,00;;;;
2018;LA FLAMBEE PRODUCTION;72000;LE MANS;;;30 937,94;;
2018;LA FONDERIE;72000;LE MANS;28 875,00;;;;
2018;LA FORGE;72270;ARTHEZE;300,00;;;;
2018;LA FOULEE GESNOISE;72130;GESNES LE GANDELIN;950,00;;;;
2018;LA GRANDE MAISON CENTRE SOCI;72000;LE MANS;900,00;;;;
2018;LA HOULALA COMPAGNIE;72300;SABLE SUR SARTHE;3 400,00;;;;
2018;LA MAISON DE TARTINE ET CHOC;72230;RUAUDIN;;4 950,00;;;
2018;LA PATRIOTE BRULONNAISE;72350;BRULON;700,00;;;;
2018;LA PATRIOTE RUGBY BONNETABLE;72110;BONNETABLE;150,00;;;;
2018;LA PERSEVERANTE;72000;LE MANS;5 162,00;;;;
2018;LA PETANQUE CHANTENAYSIENNE;72430;CHANTENAY VILLEDIEU;150,00;;;;
2018;LA PETITE LOCOMOTIVE;72500;CHATEAU DU LOIR;150,00;;;;
2018;LA PREVENTION ROUTIERE;75001;PARIS 1;3 600,00;;;;
2018;LA PULSE A L OREILLE;72400;LA FERTE BERNARD;250,00;;;;
2018;LA RECRE DE ROULLEE MAIRIE;72600;ROULLEE;150,00;;;;
2018;LA REPOSANCE;72100;LE MANS;;;3 395 648,86;;
2018;LA RETRAITE SPORTIVE AULNE E RSAL;72510;PONTVALLAIN;200,00;;;;
2018;LA RUISSELEE;72000;LE MANS;;;656 833,08;;
2018;LA SARTHE AU FIL DE L EAU CP;72200;LA FLECHE;11 550,00;2 200,00;;;
2018;LA SUZE COURSE SUR ROUTE;72210;LA SUZE SUR SARTHE;200,00;;;;
2018;LA SUZE FOOTBALL CLUB;72210;LA SUZE SUR SARTHE;400,00;;;;
2018;LANDE MER;72210;LOUPLANDE;200,00;;;;
2018;LE BAD A MULSANNE;72230;MULSANNE;700,00;;;;
2018;LE BOUCAN DES ARTS;72390;LAVARE;250,00;;;;
2018;LE CARROUSSEL 72;72240;BERNAY EN CHAMPAGNE;200,00;;;;
2018;LE CARTON A IDEES;72530;YVRE L EVEQUE;300,00;;;;
2018;LE CERCLE MOUSQUETAIRES DE L;72540;LOUE;400,00;;;;
2018;LE CLUB D ECHECS DE CHERRE;72400;CHERRE;200,00;;;;
2018;LE COMTIE DE JUMELAGE BONNET HORNCASTLE;72110;BONNETABLE;200,00;;;;
2018;LE CYCLOUPLANDAIS;72210;SOULIGNE FLACE;300,00;;;;
2018;LE DAMIER MANCEAU;72560;CHANGE;344,00;;;;
2018;LE FLORE;72000;LE MANS;;;1 023 336,97;;
2018;LE GREZ ECOLE NATURE ET HIST;72140;LE GREZ;200,00;;;;
2018;LE HAUT GEM;72600;MAMERS;904,00;;;;
2018;LE JARDINIER SARTHOIS CHEZ M MEIGNANT;72230;ARNAGE;200,00;;;;
2018;LE JARDINIER SARTHOIS MONCE   BELIN;72230;MONCE EN BELIN;250,00;;;;
2018;LE JARDINIER SARTHOIS NOYEN;72430;NOYEN SUR SARTHE;150,00;;;;
2018;LE JARDINIER SARTHOIS SECTION MARIGNE LAILLE;72220;MARIGNE LAILLE;500,00;;;;
2018;LE LION ET LE PELICAN;72170;BEAUMONT SUR SARTHE;350,00;;;;
2018;LE LOIR LITTERAIRE;72201;LA FLECHE CEDEX;400,00;;;;
2018;LE LOTUS YOGA;72110;BONNETABLE;150,00;;;;
2018;LE LUDE RENAISSANCE;72800;LE LUDE;350,00;;;;
2018;LE MANS ATHLETISME 72 LMA 72;72100;LE MANS;400,00;;;;
2018;LE MANS FC;72000;LE MANS;24 362,00;;;;
2018;LE MANS JAZZ FESTIVAL;72005;LE MANS CEDEX;102 000,00;;;;
2018;LE MANS MOLKKY CLUB 72;72000;LE MANS;300,00;;;;
2018;LE MANS RACING TEAM;72510;PONTVALLAIN;300,00;;;;
2018;LE MANS SARTHE AVIRON;72000;LE MANS;12 711,00;;;;
2018;LE MANS SARTHE HANDBALL 72;72530;YVRE L EVEQUE;750,00;;;;
2018;LE MANS SARTHE MOTO;72100;LE MANS;2 000,00;;;;
2018;LE MANS SARTHE TENNIS DE TAB;72000;LE MANS;18 978,00;;;;
2018;LE MANS SARTHE VELO LE MSV;72100;LE MANS;18 075,00;;;;
2018;LE MANS TRIATHLON 72 MAT 72;72100;LE MANS;3 300,00;;;;
2018;LE MANS TWIRLING CLUB;72100;LE MANS;1 175,00;;;;
2018;LE MOULIN A IMAGES;72500;VOUVRAY SUR LOIR;400,00;;;;
2018;LE PELICAN;72120;SAINTE CEROTTE;150,00;;;;
2018;LE PINCEAU EN LIBERTE;72210;LA SUZE SUR SARTHE;200,00;;;;
2018;LE PRE EN MUSIQUE;72000;LE MANS;1 300,00;;;;
2018;LE PRINTEMPS DES RILLETTES E CHAMBRE DES METIE;72100;LE MANS;5 000,00;;;;
2018;LE RELAIS HABITAT ET SERVICE JEUNES;72100;LE MANS;469 721,88;;36 279,39;;
2018;LE REVEIL DE VERNEIL;72360;VERNEIL LE CHETIF;200,00;;;;
2018;LE REVEIL GESNOIS;72130;GESNES LE GANDELIN;200,00;;;;
2018;LE SILO;72100;LE MANS;1 500,00;;;;
2018;LE SOUVENIR FRANCAIS;72470;CHAMPAGNE;300,00;;;;
2018;LE SOUVENIR FRANCAIS BONNETA;72110;BONNETABLE;200,00;;;;
2018;LE SOUVENIR FRANCAIS CANTON  CHEZ MME JOISANE;72510;PONTVALLAIN;350,00;;;;
2018;LE SOUVENIR FRANCAIS SABLE CHEZ M FORGET DANIE;72300;SABLE SUR SARTHE;300,00;;;;
2018;LE TRIANGLE DES ARTISTES;72650;AIGNE;200,00;;;;
2018;LE VENDREDI C EST TROCOT THE;72000;LE MANS;206,00;;;;
2018;LE VOLATILE;72190;ST PAVACE;1 000,00;;;;
2018;LEMANS VILLARET GSOS TENNIS  TABLE;72000;LE MANS;700,00;;;;
2018;LES 2 PATTES VOLNAYSIENNES;72440;VOLNAY;150,00;;;;
2018;LES 4 LYRES;72150;LE GRAND LUCE;3 500,00;;;;
2018;LES AINES RURAUX BONNET BESS  SUR BRAYE;72310;BESSE SUR BRAYE;150,00;;;;
2018;LES AMIS D ERLA;72140;SILLE LE GUILLAUME;850,00;;;;
2018;LES AMIS DE BADIA GOUMANKO;72560;CHANGE;300,00;;;;
2018;LES AMIS DE BERNARD COTTRET;72000;LE MANS;696,00;;;;
2018;LES AMIS DE GASTON FLOQUET;72610;SAINT RIGOMER DES BOIS;1 000,00;;;;
2018;LES AMIS DE L ABBAYE ND TUFF;72160;TUFFE VAL DE LA CHERONNE;6 200,00;;;;
2018;LES AMIS DE L EGLISE DES LOG;72440;COUDRECIEUX;400,00;;;;
2018;LES AMIS DE L EGLISE NOTRE D;72170;SEGRIE;1 000,00;;;;
2018;LES AMIS DE L ORGUE ET DE LA CHORALE ST PIERRE L;72370;LE BREIL SUR MERIZE;150,00;;;;
2018;LES AMIS DE LA CHAPELLE DE F;72210;SOULIGNE FLACE;200,00;;;;
2018;LES AMIS DE LA MEDIATHEQUE S;72100;LE MANS;150,00;;;;
2018;LES AMIS DE LA PROVIDENCE;72340;RUILLE SUR LOIR;500,00;;;;
2018;LES AMIS DE LA SAINT VINCENT  VANCE;72310;VANCE;150,00;;;;
2018;LES AMIS DE LOUIS SIMON;72330;LA FONTAINE SAINT MARTIN;8 000,00;;;;
2018;LES AMIS DE MONTREUIL;72540;JOUE EN CHARNIE;800,00;;;;
2018;LES AMIS DE SAINTE CECILE;72500;FLEE;200,00;;;;
2018;LES AMIS DE ST CHRISTOPHE;72650;LA CHAPELLE SAINT AUBIN;300,00;;;;
2018;LES AMIS DE ST LEONARD;72130;SAINT LEONARD DES BOIS;200,00;;;;
2018;LES AMIS DES ORGUES;72110;BONNETABLE;150,00;;;;
2018;LES AMIS DES ORGUES ANCINNES;72490;ANCINNES;200,00;;;;
2018;LES AMIS DES ORGUES DE NOTRE DAME DE SAINTE CR;72000;LE MANS;;15 500,00;;;
2018;LES AMIS DES PRINTEMPS POETI;72210;LA SUZE SUR SARTHE;1 150,00;;;;
2018;LES AMIS DES SONATES CHEZ M STEIN;72000;LE MANS;1 000,00;;;;
2018;LES AMIS DU FEU D ARTIFICE;72530;YVRE L EVEQUE;500,00;;;;
2018;LES AMIS DU LAVOIR DE  CHAMPFLEUR;72610;CHAMPFLEUR;200,00;;;;
2018;LES AMIS DU SIVOS DE LA FARE;72500;CHENU;150,00;;;;
2018;LES AMIS EGLISE NOTRE DAME;72380;SAINT JEAN D ASSE;2 300,00;476,00;;;
2018;LES ART MNESIQUES;72330;PARIGNE LE POLIN;150,00;;;;
2018;LES ATELIERS ALIZARINE;72000;LE MANS;150,00;;;;
2018;LES ATELIERS ESTIM;72380;MONTBIZOT;55 732,09;5 000,00;;;
2018;LES BIPEDES GAUDINOIS;72210;CHEMIRE LE GAUDIN;950,00;;;;
2018;LES BLOUSES ROSES ALH COMITE DU MANS;72000;LE MANS;300,00;;;;
2018;LES BOULERIES;72530;YVRE L EVEQUE;15 000,00;;;;
2018;LES BOUT CHOUX 72;72120;CONFLANS SUR ANILLE;200,00;;;;
2018;LES CARREFOURS DE LA PENSEE;72039;LE MANS CEDEX 9;2 100,00;;;;
2018;LES CHEMINS DE TRAVERSE;72000;LE MANS;1 800,00;;;;
2018;LES CHIENS GUIDES D AVEUGLES MONSIEUR TRUDELL;72100;LE MANS;800,00;;;;
2018;LES COUCOUS DU VAL DE LOIR;72340;BEAUMONT SUR DEME;150,00;;;;
2018;LES CYCLOS DE VERNEIL;72360;VERNEIL LE CHETIF;150,00;;;;
2018;LES DECIBELLOPHILES;72500;CHATEAU DU LOIR;250,00;;;;
2018;LES ESPOIRS SPORTIFS DE CHER;72400;CHERRE;300,00;;;;
2018;LES FAMILLES ET AMIS DES GLY;72510;MANSIGNE;200,00;;;;
2018;LES FRANCAS;72000;LE MANS;11 700,00;;;;
2018;LES GAIS CALAISIENS;72310;BESSE SUR BRAYE;150,00;;;;
2018;LES GAIS LURONS;72120;MONTAILLE;150,00;;;;
2018;LES GALAXY S 2000;72800;AUBIGNE RACAN;200,00;;;;
2018;LES JAZZ PI;72530;YVRE L EVEQUE;500,00;;;;
2018;LES JOURDAIN DU LOIR;72200;LA FLECHE;600,00;;;;
2018;LES JOURNEES MANS ART;72000;LE MANS;1 500,00;;;;
2018;LES LIBELLULES D EVAILLE;72120;EVAILLE;150,00;;;;
2018;LES MAISONS POUR TOUS;72190;COULAINES;10 860,00;;;;
2018;LES MANCHOTS;72000;LE MANS;1 994,00;;;;
2018;LES MARCHEURS DU SAOSNOIS;72600;MAMERS;150,00;;;;
2018;LES METIERS;72430;NOYEN SUR SARTHE;;;3 256 652,94;;
2018;LES MOUETTES;72600;MAMERS;300,00;;;;
2018;LES MOULINS DE PAILLARD CENT D ART COMTEMPORA;72340;LA CHARTRE SUR LE LOIR;13 000,00;;;;
2018;LES P TITS LOUPS DE ROUILLON;72700;ROUILLON;200,00;;;;
2018;LES PACHAS;72000;LE MANS;300,00;;;;
2018;LES PASSIONNES DE CERAMIQUE D ART;72540;AMNE;150,00;;;;
2018;LES PECHEURS DE LA MEME DE PREVAL;72400;PREVAL;200,00;;;;
2018;LES PEP ASS DEP PUPILLES ENSEIGN PUB;72100;LE MANS;17 171,00;;;;
2018;LES PETITES QUENOTTES;72330;OIZE;;5 500,00;;;
2018;LES PETITS BOURDONS ENSEMBLE CONTRE L HYPERG;72650;LA CHAPELLE ST AUBIN;400,00;;;;
2018;LES PETITS DEBROUILLARDS GRA OUEST APDGO;35200;RENNES;7 600,00;;;;
2018;LES PETITS PIEDS;72370;NUILLE LE JALAIS;150,00;;;;
2018;LES RANDONNEURS DU MONTRETEA  DEHAULT;72400;DEHAULT;150,00;;;;
2018;LES RANDONNEURS DU ROUSSARD;72650;LA BAZOGE;150,00;;;;
2018;LES RANDONNEURS DU VAIRAIS;72110;SAINT COSME EN VAIRAIS;150,00;;;;
2018;LES RANDONNEURS PEDESTRES;72140;SILLE LE GUILLAUME;150,00;;;;
2018;LES RESTAURANTS DU COEUR;72190;COULAINES;77 292,00;;;;X
2018;LES SABLONS EN FETE;72100;LE MANS;500,00;;;;
2018;LES SARTHISTES;72510;PONTVALLAIN;150,00;;;;
2018;LES SENIORS SPORTIFS DE CONN LSSC;72160;CONNERRE;150,00;;;;
2018;LES SENTIERS DE LA MOTTE;72510;SAINT JEAN DE LA MOTTE;150,00;;;;
2018;LES SOURDINGUES;72510;PONTVALLAIN;200,00;;;;
2018;LES TETES D ATMOSPHERE;72200;LA FLECHE;4 675,00;;;;
2018;LES TITOUNIS;72160;SCEAUX SUR HUISNE;;5 500,00;;;
2018;LES TOMBES DE LA LUNE ESPACE JEUNESSE;72400;LA FERTE BERNARD;2 125,00;;;;
2018;LES TRETEAUX VENITIENS;72400;LA FERTE BERNARD;200,00;;;;
2018;LES VOIVR RIRES;72210;VOIVRES LES LE MANS;300,00;;;;
2018;LIGUE DE L ENSEIGNEMENT FAL;72018;LE MANS CEDEX 2;39 740,00;;;;
2018;LIGUE DES PAYS DE LA LOIRE D FOOTBALL AMERICAIN;72000;LE MANS;101,00;;;;
2018;LIONEL ROBERT PROMOTION;72000;LE MANS;900,00;;;;
2018;LIRE A ARNAGE;72230;ARNAGE;700,00;;;;
2018;LM IRON CYCLING;72000;LE MANS;300,00;;;;
2018;LOISIRS CULTURE ET SPORTS;72800;LUCHE PRINGE;200,00;;;;
2018;LOISIRS PLURIEL LE MANS SERVICE CAP ADOS SERVIC;72000;LE MANS;10 800,00;;;;
2018;LOMBRON SPORTS LOISIRS;72450;LOMBRON;250,00;;;;
2018;LPP NAZARETH RUILLE SUR LOIR;72340;RUILLE SUR LOIR;;8 082,00;;;
2018;LUDOTHEQUE PLANET JEUX;72100;LE MANS;2 600,00;;;;
2018;MAINE SCIENCES;72300;SABLE SUR SARTHE;21 000,00;;;;
2018;MAISON DE JEUNES ET DE LA CU MJC MANU DIBANGO;72120;SAINT CALAIS;600,00;;;;
2018;MAISON DE L EUROPE LE MANS SARTHE;72100;LE MANS;8 200,00;;;;
2018;MAISON DEPART DES ADOLESCENT DE LA SARTHE;72000;LE MANS;7 200,00;;68 129,16;;
2018;MAISON DES JEUNES ET DE LA CULTURE;72800;LE LUDE;300,00;;;;
2018;MAISON DES JEUNES ET DE LA CULTURE MJC DES BRIE;72160;CONNERRE;200,00;;;;
2018;MAISON DES PROJETS BALLON ST CENTRE SOCIAL RUR;72290;BALLON SAINT MARS;7 200,00;;;;
2018;MAISON FAMILIALE NOGENT LE B;72110;NOGENT LE BERNARD;3 412,00;;;;
2018;MAISON FAMILIALE RURALE  FYE;72610;FYE;2 986,00;;;;
2018;MAISON FAMILIALE RURALE BERN ECOLE AGRICOLE;72240;BERNAY;3 732,00;;;;
2018;MAISON FAMILIALE RURALE COUL  MFREO;72550;COULANS SUR GEE;3 732,00;;228 158,16;;
2018;MAISON FAMILIALE RURALE LA FERTE BERNARD;72400;LA FERTE BERNARD;3 626,00;;;;
2018;MAISON FAMILIALE RURALE MARIGNE;72220;MARIGNE LAILLE;;;120 004,16;;
2018;MAISON FAMILIALE RURALE VERN  LE CHETIF;72360;VERNEIL LE CHETIF;5 760,00;;;;
2018;MAISON POUR TOUS BESSE SUR  BRAYE;72310;BESSE SUR BRAYE;300,00;;;;
2018;MAISON POUR TOUS DYNA GYM PA;72250;PARIGNE L EVEQUE;300,00;;;;
2018;MALIC ART;72270;MALICORNE SUR SARTHE;300,00;;;;
2018;MAM A PAS DE LOUP;72210;LOUPLANDE;;6 600,00;;;
2018;MAM PIROUETTE DE COULEURS;72190;NEUVILLE SUR SARTHE;;6 600,00;;;
2018;MAMERS ATHLETIQUE CLUB;72600;MAMERS;150,00;;;;
2018;MAMERS EN SCENE RENCONTRES THEATRALES;72000;LE MANS;1 500,00;;;;
2018;MAMERS ROLLER SPORT;72600;MAMERS;300,00;;;;
2018;MANSIGNE BASKET CLUB;72510;MANSIGNE;250,00;;;;
2018;MARDI DEUX RIVES;72000;LE MANS;450,00;;;;
2018;MARQUE PAGE;72330;YVRE LE POLIN;150,00;;;;
2018;MAYENNE CULTURE;53000;LAVAL;20 000,00;;;;
2018;MEMOIRE ET PATRIMOINE SÖUGE  GANELON;72130;SOUGE LE GANELON;200,00;;;;
2018;METIERS D ART DE LA SARTHE BOUTIQUE LUTILU;72000;LE MANS;500,00;;;;
2018;METRONOME;72700;ALLONNES;2 545,00;;;;
2018;MICROS INFORMATICIENS;72160;CONNERRE;150,00;;;;
2018;MIL PAT S SOULIGNE SOUS BALL;72290;SOULIGNE SOUS BALLON;400,00;;;;
2018;MILLE ET UNE FEUILLES CHEZ MME EVELYNE CORDIER;72700;ETIVAL LES LE MANS;300,00;;;;
2018;MINI BOLIDE CLUB DE L OUEST;72130;FRESNAY SUR SARTHE;200,00;;;;
2018;MJC CONNERRE FESTIVAL;72160;CONNERRE;1 807,00;;;;
2018;MJC CONNERRE SECTION DANSE;72160;CONNERRE;250,00;;;;
2018;MJC CONNERRE SECTION ESCRIME;72160;CONNERRE;200,00;;;;
2018;MJC CONNERRE SECTION HAND BA;72160;CONNERRE;350,00;;;;
2018;MJC CONNERRE SECTION THEATRE;72160;CONNERRE;200,00;;;;
2018;MJC COULONGE;72800;COULONGE;300,00;;;;
2018;MJC JACQUES PREVERT;72000;LE MANS;12 200,00;;;;
2018;MJC JOUE L ABBE;72380;JOUE L ABBE;200,00;;;;
2018;MJC MAISON DES JEUNES ET DE LA CULTURE;72160;CONNERRE;350,00;;;;
2018;MJC MAYET;72360;MAYET;530,00;;;;
2018;MJC PLAINE DU RONCERAY;72100;LE MANS;19 700,00;;;;
2018;MOB LOISIRS MONTGESNOIS;72450;MONTFORT LE GESNOIS;2 200,00;;;;
2018;MONS MIRABILIS;72320;MONTMIRAIL;1 000,00;;;;
2018;MONTJOIE;72000;LE MANS;18 600,00;;1 433 460,67;;
2018;MONTJOIE CENTRE AID 72;72000;LE MANS;8 300,00;;;;
2018;MOTO CLUB DU MAINE;72000;LE MANS;300,00;;;;
2018;MOTO CLUB LES PANOMBREUX BMW ET MOTOS ANCIEN;72600;PANON;150,00;;;;
2018;MOTO CLUB ST LEONARD;72130;ST LEONARD DES BOIS;150,00;;;;
2018;MOTO CLUB SUZERAIN;72210;LA SUZE SUR SARTHE;200,00;;;;
2018;MOUVEMENT DU NID;72000;LE MANS;150,00;;;;
2018;MOUVEMENT VIE LIBRE LE MANS;72190;COULAINES;400,00;;;;
2018;MOVE GAMES FRIENDS;72160;LA CHAPELLE ST REMY;216,00;;;;
2018;MOVING STAR;72330;CERANS FOULLETOURTE;150,00;;;;
2018;MULSANNE BASKET 2000 CHEZ M CHARLY DELIERE;72230;MULSANNE;350,00;;;;
2018;MULSANNE KARATE CLUB;72230;MULSANNE;200,00;;;;
2018;MULTISPORTS ARDRIERS SECTION;72000;LE MANS;300,00;;;;
2018;MUS AZIK;44000;NANTES;2 975,00;;;;
2018;MUSICALE DES CADETS SARTHE;72700;ALLONNES;335,00;;;;
2018;MUSIQUE DE MONT ST JEAN;72650;TRANGE;200,00;;;;
2018;MUSIQUE DE SAINT GERMAIN SUR SARTHE;72130;ST GERMAIN SUR SARTHE;1 000,00;;;;
2018;MUSIQUE DE ST VINCENT DES PR;72600;SAINT VINCENT DES PRES;2 700,00;;;;
2018;MUSIQUE DE VIBRAYE;72320;VIBRAYE;200,00;;;;
2018;MUSIQUE MUNICIPALE DISSE;72800;DISSE SOUS LE LUDE;200,00;;;;
2018;MUSIQUE MUNICIPALE MAYET;72360;MAYET;200,00;;;;
2018;MUSIQUE MUNICIPALE SAINT DEN  D'ORQUES;72350;SAINT DENIS D ORQUES;800,00;;;;
2018;MUSIQUE MUNICIPALE VILLE DU;72000;LE MANS;400,00;;;;
2018;MUSIQUE PATRIMOINE;72000;LE MANS;1 800,00;;;;
2018;MUSIQUES;72120;ST CALAIS;4 300,00;;;;
2018;MUSIQUES EN SAOSNOIS;72600;MAMERS;15 500,00;;;;
2018;MUSTANG DANCERS SAINT CALAIS;72120;ST CALAIS;150,00;;;;
2018;NATIVE EVENTS FRANCE;72350;BRULON;10 000,00;;;;
2018;NBA SPECTACLES;72000;LE MANS;47 325,00;;;;
2018;NEUVILLE BASKET;72190;NEUVILLE SUR SARTHE;600,00;;;;
2018;NOGENTAISE RANDONNEURS;72110;NOGENT LE BERNARD;150,00;;;;
2018;NOMAD JEUX;72000;LE MANS;200,00;;;;
2018;NOUVEAU SOUFFLE;72500;VAAS;250,00;;;;
2018;OBSERVATOIRE REGIONAL DE LA;44966;NANTES CEDEX 9;1 000,00;;;;
2018;OCCE COOP ECOLE LE MANS;72100;LE MANS;400,00;;;;
2018;OCCE COOP SC EC PUB PAUL FOR MAMERS;72600;MAMERS;150,00;;;;
2018;OFFICE DE TOURISME BALLON;72290;BALLON SAINT MARS;2 500,00;;;;
2018;OFFICE DE TOURISME CHAHAIGNE ET DECOUVERTES;72340;CHAHAIGNES;600,00;;;;
2018;OFFICE DE TOURISME DU PAYS  CALAISIEN;72120;SAINT CALAIS;300,00;;;;
2018;OFFRANDES EXPRESSSIONS MUSIC ET ARTISTIQUES;72000;LE MANS;6 800,00;;;;
2018;OGEC COLLEGE SAINT JOSEPH;72220;TELOCHE;6 800,00;60 654,77;;;
2018;OGEC COLLEGE ST COEUR DE MAR;72140;SILLE LE GUILLAUME;2 190,00;35 500,00;;;
2018;OGEC COLLEGE STE THERESE ST JOSEPH BEAUMONT;72170;BEAUMONT SUR SARTHE;2 050,00;9 150,00;108 949,07;;
2018;OGEC DU SACRE COEUR;72100;LE MANS;2 820,00;13 600,00;85 067,67;;
2018;OGEC ECOLE COLLEGE SAINT JEAN;72500;CHATEAU DU LOIR;1 680,00;17 000,00;67 382,67;;
2018;OGEC NOTRE DAME COLLEGE JEANNE D ARC LA FLEC;72200;LA FLECHE;4 670,00;25 975,00;334 368,34;;
2018;OGEC PSALLETTE SAINT VINCENT;72000;LE MANS;2 490,00;21 000,00;793 889,41;;
2018;OGEC SACRE COEUR ST MICHEL;72540;LOUE;2 580,00;20 550,00;;;
2018;OGEC SAINT BENOIT MAUPERTUIS;72000;LE MANS;1 664,00;28 400,00;;;
2018;OGEC SAINT JULIEN;72000;LE MANS;3 207,00;32 050,00;89 401,76;;
2018;OGEC SAINTE ANNE SAINT VINCE SABLE SUR SARTHE;72300;SABLE SUR SARTHE;6 320,00;28 650,00;1 080 948,34;;
2018;OGEC SAINTE MARIE FRERE ANDR;72120;SAINT CALAIS;1 160,00;6 750,00;;;
2018;OGEC SAINT LOUIS;72000;LE MANS;;;28 800,00;;
2018;OGEC SAINT THOMAS D AQUIN SERVICES ADMINISTRAT;72600;MAMERS;1 640,00;6 400,00;;;
2018;OGEC ST JOSEPH LA SALLE;72700;PRUILLE LE CHETIF;3 890,00;20 875,00;;;
2018;OKYAME;72250;BRETTE LES PINS;500,00;;;;
2018;OLYMPIQUE VALLONNAIS;72350;ST DENIS D ORQUES;600,00;;;;
2018;ONDES POSITIVES;72340;LA CHARTRE SUR LE LOIR;300,00;;;;
2018;ORCHESTRE D HARMONIE DE SABL;72300;SABLE SUR SARTHE;500,00;;;;
2018;ORCHESTRE D HARMONIE DES ALP MANCELLES;72130;FRESNAY SUR SARTHE;250,00;;;;
2018;ORCHESTRE D HARMONIE LA FERT BERNARD;72400;LA FERTE BERNARD;450,00;;;;
2018;ORCHESTRE DEPARTL D HARMONIE  ODH 72;72270;MALICORNE SUR SARTHE;5 000,00;;;;
2018;ORCHESTRE SYMPHONIQUE PERCHE SARTHOIS;72400;LA FERTE BERNARD;400,00;;;;
2018;ORGANIC ORCHESTRA PRODUCTION;72000;LE MANS;20 000,00;;;;
2018;ORNITHORYNQUE;72440;BOULOIRE;300,00;;;;
2018;OUEST SPORTS ET LOISIRS;72230;RUAUDIN;38 000,00;;;;
2018;PAIN CONTRE LA FAIM;72100;LE MANS;;;;;X
2018;PARENTS ELEVES ECOLES MONTMI MELLERAY;72320;MELLERAY;150,00;;;;
2018;PARENTS ELEVES NEUVILLE;72190;NEUVILLE SUR SARTHE;150,00;;;;
2018;PAROISSE DE SAINT CALAIS ASS DIOCESAINE DU MANS;72120;ST CALAIS;;711,00;;;
2018;PART AGES;72340;LA CHARTRE SUR LE LOIR;400,00;;;;
2018;PARTAGE SOLIDARITE PAR LE TRAVAIL;72220;ECOMMOY;350,00;;;;
2018;PARTAGEONS ENSEMBLE;72210;LA SUZE SUR SARTHE;150,00;;;;
2018;PAS LE VENDREDI;72650;ST SATURNIN;150,00;;;;
2018;PASSE MURAILLE;72200;LA FLECHE;400,00;;;;
2018;PASSERELLE DU PATRIMOINE DES PAYS DE LOUE;72540;LOUE;1 000,00;;;;
2018;PATRIMOINE BRULONNAIS;72350;BRULON;300,00;;;;
2018;PATRIMOINE CULTUREL;72540;MAREIL EN CHAMPAGNE;350,00;;;;
2018;PATRIMOINE D ASNIERES;72430;ASNIERES SUR VEGRE;3 000,00;2 010,00;;;
2018;PATRIMOINE DE MONTBIZOT CHEZ MME PORCHER CAT;72380;MONTBIZOT;150,00;;;;
2018;PATRIMOINE DU VAIRAIS;72110;SAINT COSME EN VAIRAIS;150,00;;;;
