Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Solidarité Paysans Basse Normandie","Chambre régionale d’agriculture
6 rue des Roquemonts
14053 CAEN","Renouvellement d'une partie du matériel informatique (ordinateurs portables et imprimante) de l'association et acquisition d'un vidéoprojecteur et de mobilier.",1000.00,ATTARD,Isabelle,Calvados,Ecolo,154-14,PA605625
"Comité Départemental des Médaillés de la Jeunesse et des Sports","31 rue Louis Robillard
1400 CAEN","Achat de Médailles de Bronze, d'Argent et d'Or pour la promotion du bénévolat dans le développement de la pratique du sport. Achat de matériel informatique.",1000.00,ATTARD,Isabelle,Calvados,Ecolo,163-02,PA605625
"Micro Crèche Za Gazouille","1 bis rue Courtière
14480 LANTHEUIL","Aménagement intérieur et extérieur et équipement de la micro crèche en privilégiant matériaux et solutions écologiques.",10000.00,ATTARD,Isabelle,Calvados,Ecolo,106-01,PA605625
"Fédération Campus Basse-Normandie (FCBN)","Université de Caen
CS 14032
14032 Caen Cedex 05","Investissements dans le cadre de la création de l'agoraé, épicerie solidaire étudiante",2500.00,ATTARD,Isabelle,Calvados,Ecolo,231-01,PA605625
"Association emplois Verts du pays Voironnais","72, bd Denfert-Rochereau
BP 30022
38501 Voiron Cedex","Achat d'un camion benne",4000.00,BONNETON,Michèle,Isère,Ecolo,304-12,PA606910
AHPPV,"Maison des associations
2, place de Stalingrad
38500 Voiron","Publication d'un livre",1785.00,BONNETON,Michèle,Isère,Ecolo,224-02,PA606910
"Association Les Amis de l'orgue de St Antoine l'Abbaye","Mairie de Saint Antoine l'Abbaye -
38160 Saint Antoine l'Abbaye","Organisation de concerts",5000.00,BONNETON,Michèle,Isère,Ecolo,131-01,PA606910
"Association de rollers MJC de L'Albenc","MJC L'Albenc section Roller
38470 l'Albenc","Achat d'équipements pour les équipes",1500.00,BONNETON,Michèle,Isère,Ecolo,163-02,PA606910
"Association au service des enfants et adultes en situation de handicap de l'Isère","1 rue de Couvent
38210 Tullins","Matériel pédagogique pour des personnes en situation de handicap",4500.00,BONNETON,Michèle,Isère,Ecolo,157-04,PA606910
"Clarinettes de Voiron","Chez Isabelle Waisse
120, rue Roberty
73000 Chambéry","Enregistrement d'un CD avec musiciens indiens",3000.00,BONNETON,Michèle,Isère,Ecolo,131-01,PA606910
"Foyer socio-éducatif Collège La Garenne","Collège La Garenne -
Av. Marie Curie
38500 Voiron","Cycle de sorties éducatives",3000.00,BONNETON,Michèle,Isère,Ecolo,230-06,PA606910
"Comité interprofessionnel de la noix de Grenoble","Les Colombières
38160 Chatte","Mise en place de panneaux explicatifs sur la noix de Grenoble",4000.00,BONNETON,Michèle,Isère,Ecolo,154-11,PA606910
"La Grange et Compagnie","Chez Gildas de Saint-Albin -
35, rue Genevoise
38500 Voiron","Spectacles musicaux et théatraux",3000.00,BONNETON,Michèle,Isère,Ecolo,131-01,PA606910
"Espace nature Isère","32, place du Souvenir français
38470 L'Albenc","Opération de sensibilisation au traitement des ordures ménagères et au recyclage des fermenticides",6000.00,BONNETON,Michèle,Isère,Ecolo,113-07,PA606910
"Les Rosiers St-Hilaire","Les Guillots
38840 St Hilaire du Rosier","Organisation du rassemblement annuel",3000.00,BONNETON,Michèle,Isère,Ecolo,163-01,PA606910
"MJC Tullins","Mjc Tullins
Parc Municipal Bât la Pléiade 38210 Tullins","Projet ""Hors les murs""",4000.00,BONNETON,Michèle,Isère,Ecolo,163-02,PA606910
"Moirans ""Tout temps""","36 rue Séraphin Martin
38430 Moirans","Manifestations relative au patrimoine historique local",5000.00,BONNETON,Michèle,Isère,Ecolo,224-02,PA606910
Passiflore,"666, avenue du Peuras
38210 Tullins","Achat de matériel de manutention",1500.00,BONNETON,Michèle,Isère,Ecolo,163-01,PA606910
"Pastor Alpes","385 rte de Vourey
38140 Rives","Nouveaux chiens pour la protection des troupeaux",1500.00,BONNETON,Michèle,Isère,Ecolo,113-07,PA606910
"Secours catholique","29, Grande Rue
38470 Vinay","Abri de jardins pour jardins familiaux",3000.00,BONNETON,Michèle,Isère,Ecolo,177-11,PA606910
"Amicale Laïque Saint Antoine","Ecole des Tilleuls
38160 SAINT ANTOINE L'ABBAYE",Fonctionnement,1000.00,BONNETON,Michèle,Isère,Ecolo,230-06,PA606910
"Sou des écoles de Varacieux","Ecole de Varacieux
38470 VARACIEUX","Animation et financement activités école publique Varacieux en lien avec projet pédagogique enseignants",1000.00,BONNETON,Michèle,Isère,Ecolo,230-06,PA606910
"Foyer socio éducatif du Collège La Garenne",VOIRON,"Sorties culturelles",2000.00,BONNETON,Michèle,Isère,Ecolo,230-06,PA606910
"Union Cycliste Rivoise","149 rue de la République
38140 Rives sur Fure","Achat d'un véhicule pour les déplacements",4000.00,BONNETON,Michèle,Isère,Ecolo,219-01,PA606910
"Olympique St Marcellin","8 av. de la Saulaie
38160 Saint Marcellin","Rencontre sportive avec les villes jumelées avec St Marcellin (Italiet et Allemagne)",3500.00,BONNETON,Michèle,Isère,Ecolo,219-01,PA606910
"Compagnie Beau Parleur","47 rue Pierre Semard
30000 NIMES","Organisation d'après-midi ""récré-actives"" sur le quartier Richelieu.",5400.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"Association départementale des restos du cœur","8 impasse Gaston Blanc
30900 NIMES","Pose de la climatisation pour le maintien des denrées alimentaires",1000.00,CAVARD,Christophe,Gard,Ecolo,304-14,PA606258
CEPEC,"400 route d'Uzès
30700 Saint Quentin la Poterie","Achat d'un véhicule utilitaire d'occasion, coût des identifications règlementaires et amélioration de l'accueil des étudiants",8000.00,CAVARD,Christophe,Gard,Ecolo,217-01,PA606258
"AS POULX football","70 rue de la plaine                                     30 320 POULX","Organisation d'un tournoi réunissant 70 équipes",1000.00,CAVARD,Christophe,Gard,Ecolo,219-01,PA606258
"Le Praticable","Centre social intercommunal            avenue Léon Pintard                                 30 700 Saint Quentin la Poterie","Permettre aux enfants de 2 à 10 ans d'accéder à la production éditoriale pour la jeunesse pendant le temps scolaire",4500.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"RIVATGES (Banda Brutti)","230 chemin de la pimprenelle
30 000 NIMES","Création d'un spectacle musical multiforme et adaptable",3000.00,CAVARD,Christophe,Gard,Ecolo,131-01,PA606258
L'Autobus,"28 rue Masbourguet
BP 93128
30703 Uzès cedex","Développer l'éducation et la pratique artistique dans les établissements scolaires du Pays d'Uzès",2500.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
EQUILIBRE,"155 impasse du Fenouil                                 30 900 NIMES","Achat d'un camion permettant le transport de la structure metallique du chapiteau",4500.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"Terres de Méditerranée","14 rue de la fontaine                                      30 700 Saint Quentin la Poterie","Mise en place de panneaux didactiques, cimaises, réaménagement du système d'éclairage et édition d'un livret destiné aux enfants",3200.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"P.F.F.V.E (Association pour la Protection de la Faune et de la Flore d'Eure et d'Uzège)","42 Boulevard Gambetta (M.Roucayrol Roland)
30 700 UZES","Compléter la réintroduction d'espèces dans la vallée de l'Eure et organisation de manifestations intergénérationnelles",1500.00,CAVARD,Christophe,Gard,Ecolo,113-07,PA606258
"LA ZEBRINE","4 Grand Rue                                                             30 700 ARPAILLARGUES AUREILLAC","Restauration d'une cabane en pierres sèches à Arpaillargues",1000.00,CAVARD,Christophe,Gard,Ecolo,113-07,PA606258
"Maux Dire","176 chemin des limites
30000 NIMES","Exposition d'artistes locaux dans les locaux de commerce, d'associations, de particuliers du quartier Richelieu",1500.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
UZESCO,"44 rue du collège
30700 UZES","Equipement vidéo, informatique et de sonorisation",1000.00,CAVARD,Christophe,Gard,Ecolo,113-07,PA606258
"Les agités du local","rue des tilleuls                                                    30 580 BELVEZET","Organisation de manifestations et spectacles",3000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
TERTULIA,"16 rue petite bourgade                                  30700 UZES","Organisation du 2ème festival du film belge à Nîmes et en Garrigues",3000.00,CAVARD,Christophe,Gard,Ecolo,334-02,PA606258
"collectif Grav'","15 rue sourde
30190 RUSSAN","Réaliser, promouvoir des projets artistiques et culturels innovants, autour d'un réseau collaboratif de créateurs",3000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"Cheval durable en Uzège Pont du Gard","Mairie d'Uzes
30700 UZES","Créer les conditions et moyens de mise en œuvre du plan d'actions de l'audit patrimonial.",3000.00,CAVARD,Christophe,Gard,Ecolo,154-14,PA606258
"Les Petites Mains d'Uzès","7, avenue Général Vincent -
30700 UZES","Développer le lien social, intergénérationnel et de parentalité par le biais d'une création culturelle",2300.00,CAVARD,Christophe,Gard,Ecolo,163-01,PA606258
"FACE GARD","32 rue R.Mallet Stevens
Bât  K 2ème étage -
30900 NIMES","Interventions auprès des établissements scolaires gardois pour favoriser l'orientation professionnelle des jeunes et lutter contre les discriminations",2000.00,CAVARD,Christophe,Gard,Ecolo,177-11,PA606258
"FACE GARD","32 rue R.Mallet Stevens
Bât  K 2ème étage  -
30900 NIMES","Promotion des contrats aidés et notamment EA : com sur le dispositif auprès des opérateurs économiques, formation des jeunes aux techniques de recherch d'emploi",1600.00,CAVARD,Christophe,Gard,Ecolo,177-11,PA606258
"Maison de la Jeunesse et de la Culture, Maison pour Tous d'Uzès et de l'Uzège","Place de Verdun
30700 UZES","Achat de mobilier",2000.00,CAVARD,Christophe,Gard,Ecolo,163-02,PA606258
"Electriciens Sans Frontières","9 rue de Baroncelli -
30000 NIMES","Electrification et raccordement à l'eau potable de 2 centres de santé de base à Madagascar",2500.00,CAVARD,Christophe,Gard,Ecolo,209-02,PA606258
"Atelier Musique de Poulx","place de l'hôtel de Villes                           30 320 POULX","Réalisation de la 4ème édition du festival ""Rock sous les Pins""",1000.00,CAVARD,Christophe,Gard,Ecolo,131-01,PA606258
"Ratatouille Théatre","chez ""Ma Cantine""
22 Bd Gambetta
30700 UZES","Création et diffusion de spectacles de rue",5000.00,CAVARD,Christophe,Gard,Ecolo,131-01,PA606258
"LA PLEIADE","10 rue Ronssard  -
30000 NIMES","Elargir le champ d'action de l'accès aux droits fondamentaux autour de la médiation et de l'interprétariat médico-social",4000.00,CAVARD,Christophe,Gard,Ecolo,177-11,PA606258
"Office Culturel se St Quentin la Poterie","15 rue du Dr Blanchard                                         30 700 SAINT QUENTIN LA POTERIE","Organisation de 2 évènements culturels",4000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"KALEIDOSCOPE (théatre le Périscope)","6 rue de Bourgogne                                   30000 NIMES","Créations artistiques sur le thème du lien France-Algérie basées sur des récits de particuliers",2000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"LES RAVIS DE CARCARIE","Mairie -
57 rue Principale -
30700 MONTAREN ET ST MEDIERS","Organisation de manifestations culturelles",2000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"Centre Social Soleil Levant","21 bis rue de Bellegarde                              30 129 MANDUEL","Création d'un festival de hip-hop",3000.00,CAVARD,Christophe,Gard,Ecolo,163-02,PA606258
"Rencontres initiatives vauverdoises espace social","310 rue Emile Zola                                            30 600 VAUVERT","Organisation des semaines d'éducation contre le racisme et les discriminations à Vauvert",4500.00,CAVARD,Christophe,Gard,Ecolo,163-01,PA606258
"Kollectif du Pois Chiche Masqué","Mairie - 57 rue Principale                                  30 700 MONTAREN ET ST MEDIERS","Organisation Fête du pois chiche",4000.00,CAVARD,Christophe,Gard,Ecolo,163-01,PA606258
ESCAL,"7 ter rue des Cevennes                                   30 320 MARGUERITTES","Organisation de ""L'auda'Son Festival""",5000.00,CAVARD,Christophe,Gard,Ecolo,163-01,PA606258
ChriZaliDe,"Camping Mas de Rey -
Route d'Arpaillargues  -
30700 UZES","Création d'un laboratoire artistique",2000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"DIREKT TRIBAL FAMILY","4, place pythagore -
30900 NIMES","Ateliers d'écriture de textes et enregistrements",4000.00,CAVARD,Christophe,Gard,Ecolo,224-02,PA606258
"FRCIVAM LR","Maison des agriculteurs
bat B, Mas de Sapporta
CS 50023
34845 LATTES CEDEX","Réaliser un état des lieux des connaissances et savoirs faire paysans remarquables en matière de gestion des sols et diffusion",2000.00,CAVARD,Christophe,Gard,Ecolo,113-07,PA606258
"Bibliothèque associative de Poulx","place de l'hôtel de Ville                           30320 POULX","Invitation d'auteurs, conteurs",1000.00,CAVARD,Christophe,Gard,Ecolo,334-01,PA606258
"QUARTIER LIBRE","2 rue Ronsard
30000 NIMES","Ateliers d'apprentissage linguistiques en direction des femmes d'origine étrangère",2000.00,CAVARD,Christophe,Gard,Ecolo,106-01,PA606258
"La Cimade","28, rue du Faubourg Boutonnet
34090 Montpellier","Ateliers d'apprentissage de la langue française",2000.00,CAVARD,Christophe,Gard,Ecolo,102-02,PA606258
"Rugby club Saint Quentinois","Chemin de Valorgues
30700 Saint Quentin la Poterie","Achat de matériel adapté à l'initiation au rugby",1000.00,CAVARD,Christophe,Gard,Ecolo,219-01,PA606258
"Leo Lagrange IDF (Centre Socioculturel Maurice Noguès)","1-7, avenue de la Porte de Vanves
75014 Paris","Acaht de matériel et réaménagement de la cuisine du centre social dans la perspective de l'organisation d'ateliers grand public",5000.00,BAUPIN,Denis,Paris,Ecolo,163-02,PA609016
"Centre Social Didot Broussais","29, Boulevard Brune
75014 Paris","Acaht de matériel informatique",5000.00,BAUPIN,Denis,Paris,Ecolo,163-02,PA609016
"Centre Social Maison 13 Solidaire","Maison des associations
11 rue Caillaux
75013 Paris","Achat de matériel et de fournitures
pour l'aménagement du nouveau centre",5000.00,BAUPIN,Denis,Paris,Ecolo,163-02,PA609016
"Association « Pension de famille à Bauer-Thermopyles-Plaisance »","15 rue de Plaisance
75014 PARIS","Création d’une œuvre artistique pour le festival « C’est pas du luxe ! »",1000.00,BAUPIN,Denis,Paris,Ecolo,177-14,PA609016
"Œuvres de la Mie de Pain","8 rue Charles Fourier
75013 PARIS","Construction du nouveau site Charles Fourier : équipement  Chantier d'Insertion",5000.00,BAUPIN,Denis,Paris,Ecolo,177-11,PA609016
"Collectif logement","148bis rue d'Alésia
75014 PARIS","Formation et ateliers socio artistiques pour rompre l'isolement des demandeurs de logement",4500.00,BAUPIN,Denis,Paris,Ecolo,177-14,PA609016
"Solidarités Nouvelles pour le logement
groupe paris 14","58 rue Daguerre
75014 PARIS","Acquisition d'un studio  à réhabiliter  dans le secteur",4000.00,BAUPIN,Denis,Paris,Ecolo,177-14,PA609016
"Le Marché Solidaire","12 rue de l'Eure
75014 PARIS","Achat d'un véhicule utilitaire",3000.00,BAUPIN,Denis,Paris,Ecolo,177-11,PA609016
Yachaad,"42 rue de l’Ouest
75014 Paris","Achat d'un véhicule utilitaire",4000.00,BAUPIN,Denis,Paris,Ecolo,106-02,PA609016
"Les Amis de la Bienvenue","17 rue de la Butte aux Cailles
75013 Paris","Restructuration de la bibliothèque des apprenants",3500.00,BAUPIN,Denis,Paris,Ecolo,163-01,PA609016
"MACAO Ecritures","Maison des Associations","Acaht de matériel son, photographique, impression pour une action pour
les jeunes dans le centre l'ESCALE",3000.00,BAUPIN,Denis,Paris,Ecolo,224-02,PA609016
"Les Jardins Numériques","2 rue Wilfrid Laurier
75014 Paris","Acaht de matériel,
aménagement des locaux de l'association",3000.00,BAUPIN,Denis,Paris,Ecolo,177-11,PA609016
"ARBP (Association Rungis Brillat Peupliers)","11 Rue de la Fontaine à Mulard
75013 Paris","Organisation de promenades pour jeunes écoliers du Cycle 3 (enfants de 8 à 10 ans) après l'école, avec un animateur et des accompagnateurs  à la découverte de la ville de Paris.",4000.00,BAUPIN,Denis,Paris,Ecolo,163-01,PA609016
ASTS,"23, rue de la Montagne Sainte Geneviève
75005 Paris","Organisation d'activités autour de deux axes, l’axe botanique  et l’axe multimédia pour des collégiens.",3000.00,BAUPIN,Denis,Paris,Ecolo,230-06,PA609016
"Le Moulin à Café","30, rue Didot
75014 Paris","Achat mobilier, ordinateur, logiciels",4500.00,BAUPIN,Denis,Paris,Ecolo,163-01,PA609016
"Centre Alpha Choisy","27 avenue de Choisy
75013 PARIS","Accompagnement vers l’insertion professionnelle à travers l’acquisition des compétences linguistiques",2000.00,BAUPIN,Denis,Paris,Ecolo,177-11,PA609016
"Association pour développer les échange
s entre la France, le Maroc et le Sénégal (ADEFRAMS)","6 rue de l’Argonne
75019 Paris","Projet d’ateliers sociolinguistiques (ASL) gratuits destiné à 15 femmes immigrées",1000.00,BAUPIN,Denis,Paris,Ecolo,137-11,PA609016
"Ateliers Populaires de la Connaissance","31 rue Pernety
75014 PARIS","Projet culturel collectif pour élaborer une « video », courts reportages  traitant de la vie quotidienne des habitants de l'arrondissement",1000.00,BAUPIN,Denis,Paris,Ecolo,163-01,PA609016
